Nom du fichier,Date du rapport,Nom de l’échantillon,Description,Identification,Type d'échantillon,Géométrie de mesure,Sensibilité de recherche,Zone de recherche des pics,Zone de calcul des surfaces,Tolérance sur les énergies,Quantité d’échantillon,Date de l’échantillon,Date de mesure,Temps actif,Temps réel,Temps mort,Date de l’étalonnage en énergie,Date de l’étalonnage en efficacité,Nom de la géométrie,Rapport sur Les paramètres des pics  08/06/2026 15
D:\DATA\2025\NOI-S\NOI_6.CNF,08/06/2026 15:32:43,NOI_6,ech,,,,2.50,50 - 16384,50 - 16384,1.000 keV,1.0700E+00 g,26/11/2025 11:07:00,26/11/2025 11:08:40,83655.7 secondes,83657.1 secondes,0.00 %,08/06/2026,06/02/2026,,32:43          Page  2
