Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,PA-228,830.5,False,False,2.03,228.0,,-115.5,104.2
False,False,False,PA-228,911.23,True,False,16.7,76.59,,208.3,36.73
False,False,False,PA-228,964.6,False,False,10.5,63.78,,43.94,28.47
False,False,False,PA-228,969.11,True,False,10.1,99.46,,188.2,42.47
False,False,False,PA-228,1588.0,False,False,2.53,153.8,,80.29,68.72
False,False,False,PA-228,1887.0,False,False,1.63,197.0,,-59.79,80.19
True,False,False,TH-228,74.81,True,False,10.5,23.21,4.312,165.2,11.35
False,False,False,TH-228,77.11,True,False,17.6,15.53,,161.7,7.606
False,False,False,TH-228,87.3,True,False,7.9,24.38,,116.0,11.84
False,False,False,TH-228,115.18,False,False,0.59,197.0,,37.21,95.15
False,False,False,TH-228,238.63,True,False,43.6,4.312,,91.27,2.066
False,False,False,TH-228,300.09,True,False,3.34,93.93,,50.95,45.76
False,False,False,TH-230,67.67,False,False,0.38,503.4,503.4,-89.4,241.3
False,False,False,PA-231,27.36,False,False,9.3,41.96,33.17,33.53,20.46
False,False,False,PA-231,283.67,False,False,1.6,99.72,,49.54,47.77
False,False,False,PA-231,300.08,False,False,2.3,70.53,,-25.0,33.71
False,False,False,PA-231,302.67,False,False,4.6,33.17,,-28.56,15.78
False,False,False,PA-231,330.07,False,False,1.3,169.5,,-77.31,80.7
True,False,False,TH-234,63.29,True,False,4.5,56.68,56.68,874.2,24.73
False,False,False,TH-234,92.38,True,False,2.6,109.1,,1857.0,45.91
False,False,False,TH-234,92.8,False,False,2.6,192.2,,1617.0,81.46
True,False,False,U-235,89.96,True,False,1.5,137.6,10.45,313.4,67.46
False,False,False,U-235,93.35,True,False,2.5,145.5,,1904.0,71.92
False,False,False,U-235,105.0,True,False,1.0,125.2,,52.73,60.71
False,False,False,U-235,109.14,False,False,1.5,88.27,,25.67,42.9
False,False,False,U-235,143.76,True,False,10.5,10.45,,33.31,4.99
False,False,False,U-235,163.35,True,False,4.7,28.64,,49.37,13.53
False,False,False,U-235,185.71,True,False,54.0,15.64,,68.81,7.754
False,False,False,U-235,202.12,False,False,1.0,150.8,,24.59,72.34
False,False,False,U-235,205.31,True,False,4.7,60.43,,36.88,28.94
False,False,False,AM-241,59.54,False,False,36.3,7.418,7.418,3.851,3.435
