Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,BE-7,477.59,False,False,10.42,23.23,23.23,-39.36,11.28
True,False,False,K-40,1460.81,True,False,10.67,19.18,19.18,847.0,9.19
True,False,False,CS-137,32.19,True,False,3.66,46.21,3.377,328.5,22.46
False,False,False,CS-137,661.65,True,False,85.12,3.377,,265.0,1.651
True,False,False,TL-208,72.8,False,False,2.02,73.19,5.556,-362.3,36.12
False,False,False,TL-208,74.97,True,False,3.41,46.34,,538.0,22.89
False,False,False,TL-208,84.9,True,False,1.51,57.65,,453.0,28.25
False,False,False,TL-208,277.36,False,False,6.31,14.87,,7.918,7.263
False,False,False,TL-208,510.77,True,False,22.6,14.75,,23.99,7.188
False,False,False,TL-208,583.19,True,False,84.5,5.556,,32.58,2.701
False,False,False,TL-208,763.13,False,False,1.81,119.9,,3.902,57.81
False,False,False,TL-208,860.56,True,False,12.42,20.47,,25.0,9.9
False,False,False,TL-208,2614.53,True,False,99.16,6.058,,31.13,2.712
True,False,False,PB-210,46.53,True,False,4.25,37.53,37.53,1676.0,18.55
True,False,False,BI-212,727.18,True,False,6.65,31.67,31.67,85.3,15.29
False,False,False,PB-212,74.81,True,False,10.5,17.27,6.847,174.7,8.534
False,False,False,PB-212,77.11,True,False,17.6,11.98,,162.5,5.922
False,False,False,PB-212,87.3,True,False,7.9,18.01,,125.4,8.858
False,False,False,PB-212,115.18,False,False,0.59,115.7,,-3.966,56.67
False,False,False,PB-212,238.63,True,False,43.6,6.847,,97.12,3.385
False,False,False,PB-212,300.09,False,False,3.34,30.05,,10.76,14.64
True,False,False,BI-214,609.31,True,False,46.3,9.428,9.371,195.6,4.608
False,False,False,BI-214,768.36,True,False,5.04,36.6,,60.27,17.58
False,False,False,BI-214,806.17,False,False,1.23,175.1,,140.8,84.42
False,False,False,BI-214,934.06,True,False,3.21,58.18,,92.64,27.72
False,False,False,BI-214,1120.29,True,False,15.1,38.92,,191.2,18.83
False,False,False,BI-214,1155.19,True,False,1.69,226.1,,239.2,108.0
False,False,False,BI-214,1238.11,True,False,5.94,61.74,,143.0,29.72
False,False,False,BI-214,1280.96,True,False,1.47,103.8,,91.03,47.78
False,False,False,BI-214,1377.67,True,False,4.11,40.27,,318.8,18.96
False,False,False,BI-214,1401.5,False,False,1.39,138.2,,58.91,65.75
False,False,False,BI-214,1407.98,False,False,2.48,80.33,,23.39,38.31
False,False,False,BI-214,1509.19,True,False,2.19,63.43,,57.98,29.8
False,False,False,BI-214,1661.28,True,False,1.15,92.13,,98.46,42.24
False,False,False,BI-214,1729.6,True,False,3.05,52.4,,518.7,24.68
False,False,False,BI-214,1764.49,True,False,15.8,9.371,,194.2,4.39
False,False,False,BI-214,1847.44,True,False,2.12,65.11,,457.6,29.85
False,False,False,BI-214,2118.54,True,False,1.21,257.4,,502.9,119.4
True,False,False,PB-214,74.81,True,False,6.33,20.96,3.901,289.8,10.37
False,False,False,PB-214,77.11,True,False,10.7,15.13,,267.3,7.497
False,False,False,PB-214,87.2,True,False,3.7,29.97,,267.8,14.81
False,False,False,PB-214,89.8,True,False,1.03,122.1,,501.8,60.41
False,False,False,PB-214,241.98,True,False,7.49,9.495,,199.7,4.612
False,False,False,PB-214,295.21,True,False,19.2,6.252,,191.3,3.069
False,False,False,PB-214,351.92,True,False,37.2,3.901,,189.6,1.917
False,False,False,PB-214,785.91,True,False,1.1,203.7,,300.7,98.46
True,False,False,RA-226,186.21,True,False,3.28,130.3,130.3,1113.0,64.8
True,False,False,TH-227,50.2,True,False,8.5,12.01,6.726,12.49,5.895
False,False,False,TH-227,79.77,False,False,2.1,56.56,,-1644.0,27.95
False,False,False,TH-227,85.44,False,False,1.58,92.95,,52.11,46.05
False,False,False,TH-227,88.48,False,False,2.82,52.51,,352.5,26.02
False,False,False,TH-227,94.0,True,False,1.4,47.78,,180.8,23.44
