Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,TH-227,210.65,False,False,1.13,101.2,,151.7,49.66
False,False,False,TH-227,236.0,True,False,11.2,6.726,,14.83,3.257
False,False,False,TH-227,256.25,True,False,6.8,10.21,,7.216,4.951
False,False,False,TH-227,286.15,False,False,1.58,61.43,,51.61,30.03
False,False,False,TH-227,299.9,False,False,2.0,50.22,,24.77,24.54
False,False,False,TH-227,304.44,False,False,1.05,94.4,,72.89,46.04
False,False,False,TH-227,329.82,True,False,2.75,40.28,,28.62,19.52
False,False,False,TH-227,334.4,False,False,1.0,148.2,,-272.5,72.28
True,False,False,AC-228,89.95,True,False,2.1,59.38,7.297,246.1,29.37
False,False,False,AC-228,93.35,True,False,3.5,64.19,,1294.0,31.91
False,False,False,AC-228,129.08,True,False,2.8,20.28,,23.85,9.945
False,False,False,AC-228,209.28,True,False,4.4,18.49,,48.83,9.011
False,False,False,AC-228,270.23,True,False,3.6,33.61,,85.56,16.51
False,False,False,AC-228,327.64,True,False,3.2,33.95,,35.75,16.46
False,False,False,AC-228,338.32,True,False,11.4,10.76,,96.02,5.218
False,False,False,AC-228,409.51,True,False,2.13,78.24,,37.69,38.17
False,False,False,AC-228,463.0,True,False,4.4,56.19,,46.32,27.41
False,False,False,AC-228,794.7,False,False,4.6,46.97,,3.013,22.66
False,False,False,AC-228,911.6,True,False,27.7,7.297,,88.77,3.491
False,False,False,AC-228,964.6,True,False,5.2,41.74,,71.51,20.01
False,False,False,AC-228,969.11,True,False,16.6,11.9,,87.85,5.679
False,False,False,AC-228,1587.9,True,False,3.71,41.08,,55.57,19.36
True,False,False,PA-228,89.95,True,False,22.0,11.99,11.62,59.26,5.366
False,False,False,PA-228,93.35,True,False,35.0,14.66,,326.4,6.678
False,False,False,PA-228,95.0,True,False,4.4,37.55,,145.1,17.93
False,False,False,PA-228,105.0,False,False,16.3,11.62,,6.568,5.33
False,False,False,PA-228,129.22,True,False,2.97,58.42,,56.72,28.3
False,False,False,PA-228,209.28,True,False,1.74,156.1,,311.5,74.25
False,False,False,PA-228,240.0,True,False,1.02,184.1,,903.4,86.82
False,False,False,PA-228,281.87,False,False,1.28,175.6,,-102.2,84.23
False,False,False,PA-228,310.0,False,False,1.85,140.2,,-45.22,66.5
False,False,False,PA-228,327.64,True,False,1.9,170.7,,151.9,81.24
False,False,False,PA-228,327.64,False,False,2.2,180.8,,-6.556,80.14
False,False,False,PA-228,332.36,False,False,1.64,230.7,,-44.88,108.9
False,False,False,PA-228,338.32,True,False,5.3,94.84,,521.0,45.63
False,False,False,PA-228,341.1,False,False,1.61,251.2,,-1929.0,119.9
False,False,False,PA-228,409.51,True,False,6.25,69.39,,32.4,33.63
True,False,False,PA-228,463.0,True,False,13.8,47.12,11.62,37.26,22.66
False,False,False,PA-228,755.18,False,False,1.31,375.7,,-181.7,177.4
False,False,False,PA-228,772.17,False,False,1.24,443.4,,80.5,210.4
False,False,False,PA-228,794.7,False,False,2.09,264.4,,16.73,125.8
False,False,False,PA-228,830.5,False,False,2.03,283.8,,216.3,135.0
False,False,False,PA-228,911.23,True,False,16.7,63.55,,371.4,30.69
False,False,False,PA-228,964.6,True,False,10.5,61.16,,89.34,27.94
False,False,False,PA-228,969.11,True,False,10.1,90.96,,364.3,39.38
False,False,False,PA-228,1588.0,True,False,2.53,185.5,,205.6,87.14
False,False,False,PA-228,1887.0,False,False,1.63,288.4,,39.26,131.7
True,False,False,TH-228,74.81,True,False,10.5,12.67,1.84,174.7,6.244
False,False,False,TH-228,77.11,True,False,17.6,8.841,,162.5,4.361
False,False,False,TH-228,87.3,True,False,7.9,13.46,,125.4,6.599
False,False,False,TH-228,115.18,False,False,0.59,115.7,,-3.966,56.67
False,False,False,TH-228,238.63,True,False,43.6,1.84,,97.12,0.8904
False,False,False,TH-228,300.09,False,False,3.34,30.05,,10.76,14.64
False,False,False,TH-230,67.67,False,False,0.38,291.2,291.2,82.16,141.2
True,False,False,PA-231,27.36,True,False,9.3,18.28,18.28,11.92,8.968
False,False,False,PA-231,283.67,False,False,1.6,56.01,,-22.06,27.33
False,False,False,PA-231,300.08,False,False,2.3,43.5,,15.63,21.25
False,False,False,PA-231,302.67,False,False,4.6,21.82,,-7.58,10.65
False,False,False,PA-231,330.07,True,False,1.3,86.54,,60.53,41.96
True,False,False,TH-234,63.29,True,False,4.5,37.89,37.89,862.9,16.71
False,False,False,TH-234,92.38,True,False,2.6,76.33,,1818.0,32.4
False,False,False,TH-234,92.8,False,False,2.6,108.3,,1618.0,46.08
True,False,False,U-235,89.96,True,False,1.5,85.49,6.394,344.5,42.3
False,False,False,U-235,93.35,True,False,2.5,91.39,,1812.0,45.43
False,False,False,U-235,105.0,False,False,1.0,70.09,,42.44,34.44
False,False,False,U-235,109.14,True,False,1.5,38.84,,36.41,19.02
False,False,False,U-235,143.76,True,False,10.5,6.394,,32.06,3.097
False,False,False,U-235,163.35,True,False,4.7,18.21,,56.88,8.754
False,False,False,U-235,185.71,True,False,54.0,10.11,,67.6,5.026
False,False,False,U-235,202.12,False,False,1.0,93.97,,-11.46,45.98
False,False,False,U-235,205.31,True,False,4.7,17.61,,47.51,8.415
True,False,False,AM-241,59.54,True,False,36.3,3.508,3.508,3.975,1.636
