Nom du nucléide,Indice de confiance,Energie (keV),Marker *,Marker @,Intensité (%),Activité (mBq/g   ),Incert. (mBq/g   )
K-40,1.0,1460.81,True,False,10.67,957.5872,98.80062
CS-137,1.0,32.19,True,True,3.66,251.7512,77.49511
CS-137,,661.65,True,False,85.12,265.7134,16.3234
TL-208,0.883,72.8,True,True,2.02,37.82989,28.08378
TL-208,,74.97,True,True,3.41,524.6745,49.64258
TL-208,,84.9,True,True,1.51,426.1161,61.70401
TL-208,,510.77,True,False,22.6,8.391205,10.39434
TL-208,,583.19,True,False,84.5,32.43386,7.539736
TL-208,,860.56,True,False,12.42,16.91851,14.76337
TL-208,,2614.53,True,False,99.16,22.12973,12.84642
PB-210,0.999,46.53,True,False,4.25,1060.467,62.34033
BI-212,1.0,727.18,True,False,6.65,53.76538,33.13834
BI-214,1.0,609.31,True,False,46.3,162.7779,15.4802
BI-214,,768.36,True,True,5.04,90.34363,29.04825
BI-214,,806.17,True,True,1.23,137.3233,126.6019
BI-214,,934.06,True,True,3.21,58.34304,66.25026
BI-214,,1120.29,True,True,15.1,130.7671,49.22297
BI-214,,1238.11,True,True,5.94,99.82846,60.95828
BI-214,,1280.96,True,True,1.47,145.6682,138.8167
BI-214,,1377.67,True,True,4.11,254.8308,57.40737
BI-214,,1401.5,True,True,1.39,86.05258,70.77833
BI-214,,1407.98,True,True,2.48,82.17357,46.9941
BI-214,,1509.19,True,True,2.19,56.238,66.92303
BI-214,,1729.6,True,True,3.05,403.7717,95.37421
BI-214,,1764.49,True,False,15.8,165.4478,26.03245
BI-214,,1847.44,True,True,2.12,300.8187,113.3572
BI-214,,2118.54,True,True,1.21,677.3248,294.8366
PB-214,1.0,74.81,True,True,6.33,282.6446,19.56147
PB-214,,77.11,True,True,10.7,259.6104,14.04509
PB-214,,87.2,True,True,3.7,232.9866,23.13189
PB-214,,89.8,True,True,1.03,387.8192,62.0737
PB-214,,241.98,True,True,7.49,174.5947,15.56012
PB-214,,295.21,True,False,19.2,177.2261,11.72976
PB-214,,351.92,True,False,37.2,165.9456,8.400871
PB-214,,785.91,True,True,1.1,220.4123,190.6489
RA-226,0.973,186.21,True,False,3.28,1092.268,81.455
TH-227,0.983,50.2,True,True,8.5,10.5117,7.121329
TH-227,,94.0,True,True,1.4,155.2298,35.30872
TH-227,,236.0,True,False,11.2,8.800806,5.391712
TH-227,,256.25,True,True,6.8,12.09998,6.477213
TH-227,,299.9,True,True,2.0,115.4576,85.24882
AC-228,0.759,89.95,True,True,2.1,190.216,30.44567
AC-228,,93.35,True,True,3.5,1246.528,51.20868
AC-228,,209.28,True,True,4.4,39.4274,13.71035
AC-228,,270.23,True,True,3.6,79.12899,37.69378
AC-228,,338.32,True,False,11.4,85.67602,59.72914
AC-228,,409.51,True,True,2.13,60.6814,48.99343
AC-228,,794.7,True,True,4.6,38.88101,35.62438
AC-228,,911.6,True,False,27.7,65.55316,14.37592
AC-228,,964.6,True,True,5.2,32.21863,25.939
AC-228,,969.11,True,False,16.6,66.60844,13.87643
AC-228,,1587.9,True,True,3.71,66.22862,39.7463
PA-228,0.758,89.95,True,False,22.0,26.16992,10.42452
PA-228,,93.35,True,False,35.0,179.6639,62.25379
PA-228,,95.0,True,True,4.4,71.18836,20.83046
PA-228,,209.28,True,True,1.74,143.7011,57.4674
PA-228,,338.32,True,True,5.3,265.6114,189.6154
PA-228,,409.51,True,True,6.25,29.8067,24.18934
PA-228,,794.7,True,True,2.09,123.3411,114.102
PA-228,,911.23,True,False,16.7,156.7168,39.41681
PA-228,,964.6,True,True,10.5,22.99745,19.51549
PA-228,,969.11,True,True,10.1,157.7882,70.75402
PA-228,,1588.0,True,True,2.53,139.9773,85.72404
TH-228,0.999,74.81,True,False,10.5,170.3943,17.53889
TH-228,,77.11,True,False,17.6,157.8313,15.18331
TH-228,,87.3,True,True,7.9,109.1203,15.47513
TH-228,,115.18,True,True,0.59,77.16138,54.03367
TH-228,,238.63,True,False,43.6,92.23684,8.21648
TH-228,,300.09,True,True,3.34,69.13628,51.24992
TH-234,0.551,63.29,True,False,4.5,845.377,341.8297
TH-234,,92.38,True,True,2.6,1702.826,789.0269
U-235,0.956,89.96,True,True,1.5,266.3025,42.62394
U-235,,93.35,True,True,2.5,1745.139,71.69216
U-235,,109.14,True,True,1.5,72.84428,24.90308
U-235,,143.76,True,False,10.5,27.80627,8.014189
U-235,,163.35,True,True,4.7,49.6104,20.64196
U-235,,185.71,True,True,54.0,66.34514,5.389265
U-235,,205.31,True,True,4.7,56.11576,17.06848
AM-241,1.0,59.54,True,False,36.3,5.794568,3.743663
