Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,BE-7,477.59,False,False,10.42,27.0,27.0,-13.55,12.64
True,False,False,K-40,1460.81,True,False,10.67,33.9,33.9,939.0,15.93
True,False,False,CS-137,32.19,True,False,3.66,79.44,3.962,57.41,38.27
False,False,False,CS-137,661.65,True,False,85.12,3.962,,18.73,1.886
True,False,False,TL-208,72.8,True,False,2.02,69.07,7.387,38.76,33.47
False,False,False,TL-208,74.97,True,False,3.41,69.46,,481.7,34.08
False,False,False,TL-208,84.9,True,False,1.51,92.48,,345.3,44.86
False,False,False,TL-208,277.36,False,False,6.31,21.61,,9.331,10.35
False,False,False,TL-208,510.77,True,False,22.6,12.62,,8.239,5.823
False,False,False,TL-208,583.19,True,False,84.5,7.387,,28.16,3.494
False,False,False,TL-208,763.13,False,False,1.81,174.1,,-0.7571,81.67
False,False,False,TL-208,860.56,True,False,12.42,20.01,,26.31,9.143
False,False,False,TL-208,2614.53,False,False,99.16,22.43,,30.24,10.37
True,False,False,PB-210,46.53,True,False,4.25,42.14,42.14,278.0,20.5
True,False,False,BI-212,727.18,True,False,6.65,46.25,46.25,56.32,21.75
True,False,False,PB-212,74.81,True,False,10.5,19.17,3.119,156.4,9.366
False,False,False,PB-212,77.11,True,False,17.6,13.38,,156.2,6.554
False,False,False,PB-212,87.3,True,False,7.9,21.43,,107.0,10.42
False,False,False,PB-212,115.18,True,False,0.59,117.0,,70.2,55.72
False,False,False,PB-212,238.63,True,False,43.6,3.119,,84.25,1.484
False,False,False,PB-212,300.09,False,False,3.34,42.76,,41.32,20.41
True,False,False,BI-214,609.31,True,False,46.3,13.07,13.07,180.7,6.257
False,False,False,BI-214,768.36,False,False,5.04,80.38,,29.07,38.29
False,False,False,BI-214,806.17,False,False,1.23,266.2,,213.0,124.9
False,False,False,BI-214,934.06,True,False,3.21,88.93,,82.43,40.87
False,False,False,BI-214,1120.29,True,False,15.1,64.91,,158.9,30.79
False,False,False,BI-214,1155.19,False,False,1.69,417.7,,354.0,195.5
False,False,False,BI-214,1238.11,True,False,5.94,84.78,,80.54,39.37
False,False,False,BI-214,1280.96,False,False,1.47,341.8,,139.1,160.0
False,False,False,BI-214,1377.67,True,False,4.11,73.92,,342.7,33.88
False,False,False,BI-214,1401.5,False,False,1.39,179.7,,-28.61,81.28
False,False,False,BI-214,1407.98,True,False,2.48,51.08,,83.29,20.86
False,False,False,BI-214,1509.19,True,False,2.19,79.3,,40.81,34.76
False,False,False,BI-214,1661.28,True,False,1.15,148.9,,125.7,64.52
False,False,False,BI-214,1729.6,True,False,3.05,38.73,,503.1,15.55
False,False,False,BI-214,1764.49,True,False,15.8,17.86,,170.8,8.164
False,False,False,BI-214,1847.44,True,False,2.12,158.6,,311.8,72.16
False,False,False,BI-214,2118.54,False,False,1.21,525.9,,506.3,238.5
True,False,False,PB-214,74.81,True,False,6.33,30.7,4.681,259.5,15.05
False,False,False,PB-214,77.11,True,False,10.7,21.61,,256.9,10.63
False,False,False,PB-214,87.2,True,False,3.7,46.47,,228.5,22.76
False,False,False,PB-214,89.8,True,False,1.03,167.0,,370.0,81.83
False,False,False,PB-214,241.98,True,False,7.49,15.11,,195.5,7.196
False,False,False,PB-214,295.21,True,False,19.2,8.518,,183.3,4.109
False,False,False,PB-214,351.92,True,False,37.2,4.681,,177.8,2.251
False,False,False,PB-214,785.91,True,False,1.1,230.4,,269.8,106.4
True,False,False,RA-226,186.21,True,False,3.28,189.6,189.6,1025.0,93.96
False,False,False,TH-227,50.2,False,False,8.5,23.72,19.1,2.315,11.57
False,False,False,TH-227,79.77,False,False,2.1,78.61,,-1347.0,38.43
False,False,False,TH-227,85.44,False,False,1.58,142.1,,98.32,69.93
False,False,False,TH-227,88.48,False,False,2.82,79.33,,282.7,39.05
False,False,False,TH-227,94.0,False,False,1.4,231.8,,1896.0,114.7
False,False,False,TH-227,210.65,False,False,1.13,139.5,,-10.34,67.34
False,False,False,TH-227,236.0,False,False,11.2,23.84,,0.8771,11.64
False,False,False,TH-227,256.25,False,False,6.8,19.1,,-7.069,9.149
False,False,False,TH-227,286.15,False,False,1.58,83.3,,40.35,39.85
False,False,False,TH-227,299.9,False,False,2.0,69.62,,35.82,33.3
False,False,False,TH-227,304.44,False,False,1.05,118.5,,-43.79,56.19
False,False,False,TH-227,329.82,False,False,2.75,70.26,,29.55,33.51
False,False,False,TH-227,334.4,False,False,1.0,191.2,,-73.16,90.89
True,False,False,AC-228,89.95,True,False,2.1,81.36,14.15,181.5,39.85
False,False,False,AC-228,93.35,True,False,3.5,87.3,,1145.0,43.16
False,False,False,AC-228,129.08,False,False,2.8,31.48,,4.294,15.22
False,False,False,AC-228,209.28,True,False,4.4,40.42,,53.99,19.59
False,False,False,AC-228,270.23,True,False,3.6,47.16,,53.21,22.81
False,False,False,AC-228,327.64,True,False,3.2,42.95,,38.72,20.12
False,False,False,AC-228,338.32,True,False,11.4,15.81,,75.65,7.477
False,False,False,AC-228,409.51,True,False,2.13,73.38,,35.97,34.18
False,False,False,AC-228,463.0,False,False,4.4,69.0,,26.92,32.69
False,False,False,AC-228,794.7,True,False,4.6,38.64,,29.61,17.2
False,False,False,AC-228,911.6,True,False,27.7,14.15,,90.22,6.662
False,False,False,AC-228,964.6,True,False,5.2,58.0,,55.79,26.75
False,False,False,AC-228,969.11,True,False,16.6,21.78,,73.18,10.18
False,False,False,AC-228,1587.9,False,False,3.71,69.79,,66.45,31.86
True,False,False,PA-228,89.95,True,False,22.0,10.72,9.593,24.6,4.766
False,False,False,PA-228,93.35,True,False,35.0,12.31,,162.6,5.59
False,False,False,PA-228,95.0,True,False,4.4,33.5,,61.32,15.83
False,False,False,PA-228,105.0,True,False,16.3,9.593,,6.919,4.349
False,False,False,PA-228,129.22,False,False,2.97,43.08,,19.64,20.57
False,False,False,PA-228,209.28,True,False,1.74,170.9,,193.9,80.93
False,False,False,PA-228,240.0,False,False,1.02,704.8,,3555.0,338.7
False,False,False,PA-228,281.87,False,False,1.28,132.5,,-75.28,62.17
False,False,False,PA-228,310.0,False,False,1.85,105.5,,12.1,48.86
False,False,False,PA-228,327.64,True,False,1.9,129.5,,92.62,60.23
False,False,False,PA-228,327.64,False,False,2.2,135.2,,10.39,58.72
False,False,False,PA-228,332.36,True,False,1.64,144.7,,66.3,66.17
False,False,False,PA-228,338.32,True,False,5.3,79.62,,231.1,37.84
False,False,False,PA-228,341.1,False,False,1.61,167.1,,-6.202,77.73
False,False,False,PA-228,409.51,True,False,6.25,39.46,,17.41,18.42
True,False,False,PA-228,463.0,False,False,13.8,31.62,9.593,12.19,14.8
False,False,False,PA-228,755.18,False,False,1.31,294.5,,-59.92,134.8
False,False,False,PA-228,772.17,False,False,1.24,336.8,,-186.6,155.0
False,False,False,PA-228,794.7,True,False,2.09,173.3,,92.55,79.02
False,False,False,PA-228,830.5,False,False,2.03,228.6,,107.0,105.7
False,False,False,PA-228,911.23,True,False,16.7,58.03,,212.5,27.73
