Nom du fichier,Date du rapport,Nom de l’échantillon,Description,Identification,Type d'échantillon,Géométrie de mesure,Sensibilité de recherche,Zone de recherche des pics,Zone de calcul des surfaces,Tolérance sur les énergies,Quantité d’échantillon,Date de l’échantillon,Date de mesure,Temps actif,Temps réel,Temps mort,Date de l’étalonnage en énergie,Date de l’étalonnage en efficacité,Nom de la géométrie,Rapport sur Les paramètres des pics  08/06/2026 16
D:\DATA\2025\NOI-S\NOI_13.CNF,08/06/2026 16:01:25,NOI_13,ech,,,,2.50,50 - 16384,50 - 16384,1.000 keV,1.2700E+00 g,16/10/2025 11:07:00,16/10/2025 11:23:58,83132.2 secondes,83133.7 secondes,0.00 %,08/06/2026,06/02/2026,,01:25          Page  2
