Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,PA-228,327.64,False,False,2.2,176.8,,0.7366,77.17
False,False,False,PA-228,332.36,False,False,1.64,225.2,,-40.72,104.6
False,False,False,PA-228,338.32,True,False,5.3,97.24,,282.9,46.28
False,False,False,PA-228,341.1,False,False,1.61,232.5,,-7.796,109.0
False,False,False,PA-228,409.51,False,False,6.25,63.06,,15.86,29.96
True,False,False,PA-228,463.0,False,False,13.8,45.51,11.22,35.41,21.52
False,False,False,PA-228,755.18,False,False,1.31,377.1,,202.2,173.6
False,False,False,PA-228,772.17,False,False,1.24,395.2,,-260.2,181.8
False,False,False,PA-228,794.7,False,False,2.09,229.9,,-100.5,105.8
False,False,False,PA-228,830.5,False,False,2.03,239.7,,-72.36,110.0
False,False,False,PA-228,911.23,True,False,16.7,70.44,,164.3,33.69
False,False,False,PA-228,964.6,False,False,10.5,72.99,,-6.624,32.85
False,False,False,PA-228,969.11,True,False,10.1,169.3,,218.2,73.62
False,False,False,PA-228,1588.0,False,False,2.53,176.1,,121.5,79.72
False,False,False,PA-228,1887.0,False,False,1.63,242.1,,0.9381,102.3
True,False,False,TH-228,74.81,True,False,10.5,22.57,3.79,162.4,11.03
False,False,False,TH-228,77.11,True,False,17.6,15.4,,163.8,7.546
False,False,False,TH-228,87.3,True,False,7.9,24.15,,114.5,11.73
False,False,False,TH-228,115.18,False,False,0.59,199.7,,-1.694,96.57
False,False,False,TH-228,238.63,True,False,43.6,3.79,,95.53,1.807
False,False,False,TH-228,300.09,False,False,3.34,54.84,,32.8,26.29
False,False,False,TH-230,67.67,False,False,0.38,524.7,524.7,-66.88,251.9
False,False,False,PA-231,27.36,False,False,9.3,42.38,36.46,2.048,20.68
False,False,False,PA-231,283.67,False,False,1.6,101.8,,-19.61,48.84
False,False,False,PA-231,300.08,False,False,2.3,79.39,,47.63,38.17
False,False,False,PA-231,302.67,False,False,4.6,36.46,,-30.36,17.44
False,False,False,PA-231,330.07,False,False,1.3,196.8,,8.927,94.41
True,False,False,TH-234,63.29,True,False,4.5,64.78,64.78,916.0,28.35
False,False,False,TH-234,92.38,True,False,2.6,122.4,,1796.0,51.61
False,False,False,TH-234,92.8,False,False,2.6,187.2,,1672.0,79.31
True,False,False,U-235,89.96,True,False,1.5,143.9,13.89,298.7,70.6
False,False,False,U-235,93.35,True,False,2.5,155.4,,1841.0,76.91
False,False,False,U-235,105.0,False,False,1.0,118.7,,7.327,57.49
False,False,False,U-235,109.14,False,False,1.5,87.83,,-5.312,42.71
False,False,False,U-235,143.76,True,False,10.5,13.89,,28.2,6.684
False,False,False,U-235,163.35,True,False,4.7,33.95,,57.27,16.14
False,False,False,U-235,185.71,True,False,54.0,17.54,,66.93,8.701
False,False,False,U-235,202.12,False,False,1.0,166.2,,-202.6,80.09
False,False,False,U-235,205.31,False,False,4.7,43.09,,54.39,20.47
False,False,False,AM-241,59.54,False,False,36.3,7.322,7.322,1.101,3.391
