Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,PA-228,105.0,True,False,16.3,15.2,,12.92,7.002
False,False,False,PA-228,129.22,True,False,2.97,52.87,,24.33,25.58
False,False,False,PA-228,209.28,True,False,1.74,179.3,,320.1,85.55
False,False,False,PA-228,240.0,False,False,1.02,916.7,,13690.0,441.9
False,False,False,PA-228,281.87,False,False,1.28,191.8,,-60.31,92.33
False,False,False,PA-228,310.0,False,False,1.85,155.3,,-27.03,73.95
False,False,False,PA-228,327.64,True,False,1.9,182.4,,166.9,87.05
False,False,False,PA-228,327.64,False,False,2.2,198.9,,13.46,88.43
False,False,False,PA-228,332.36,False,False,1.64,240.9,,-132.0,114.0
False,False,False,PA-228,338.32,True,False,5.3,106.5,,617.5,51.36
False,False,False,PA-228,341.1,False,False,1.61,281.8,,11.59,134.9
False,False,False,PA-228,409.51,True,False,6.25,67.84,,54.77,32.9
True,False,False,PA-228,463.0,False,False,13.8,47.93,12.94,48.29,23.09
False,False,False,PA-228,755.18,False,False,1.31,411.3,,32.76,195.3
False,False,False,PA-228,772.17,False,False,1.24,452.9,,9.722,215.5
False,False,False,PA-228,794.7,False,False,2.09,291.7,,358.1,139.5
False,False,False,PA-228,830.5,False,False,2.03,295.5,,114.8,141.0
False,False,False,PA-228,911.23,True,False,16.7,83.63,,420.5,40.61
False,False,False,PA-228,964.6,True,False,10.5,62.53,,124.7,28.65
False,False,False,PA-228,969.11,True,False,10.1,101.0,,482.5,43.9
False,False,False,PA-228,1588.0,True,False,2.53,190.7,,299.0,89.98
False,False,False,PA-228,1887.0,False,False,1.63,321.7,,19.7,148.7
True,False,False,TH-228,74.81,True,False,10.5,10.76,1.816,176.0,5.308
False,False,False,TH-228,77.11,True,False,17.6,7.495,,167.4,3.702
False,False,False,TH-228,87.3,True,False,7.9,11.31,,121.5,5.557
False,False,False,TH-228,115.18,True,False,0.59,77.2,,58.78,37.77
False,False,False,TH-228,238.63,True,False,43.6,1.816,,97.49,0.8855
False,False,False,TH-228,300.09,True,False,3.34,54.11,,42.57,26.73
False,False,False,TH-230,67.67,False,False,0.38,248.3,248.3,39.17,120.6
False,False,False,PA-231,27.36,False,False,9.3,18.76,18.76,1.006,9.245
False,False,False,PA-231,283.67,False,False,1.6,50.93,,1.462,24.98
False,False,False,PA-231,300.08,False,False,2.3,39.35,,45.54,19.31
False,False,False,PA-231,302.67,False,False,4.6,18.8,,-28.45,9.216
False,False,False,PA-231,330.07,False,False,1.3,95.71,,12.34,46.9
True,False,False,TH-234,63.29,True,False,4.5,35.0,35.0,894.3,15.47
False,False,False,TH-234,92.38,True,False,2.6,58.59,,1833.0,24.88
False,False,False,TH-234,92.8,False,False,2.6,93.28,,1665.0,39.72
True,False,False,U-235,89.96,True,False,1.5,66.72,3.815,315.7,33.04
False,False,False,U-235,93.35,True,False,2.5,75.05,,1801.0,37.33
False,False,False,U-235,105.0,True,False,1.0,84.97,,65.66,42.05
False,False,False,U-235,109.14,True,False,1.5,33.04,,45.68,16.23
False,False,False,U-235,143.76,True,False,10.5,3.815,,36.46,1.842
False,False,False,U-235,163.35,True,False,4.7,14.29,,50.94,6.879
False,False,False,U-235,185.71,True,False,54.0,7.741,,67.9,3.85
False,False,False,U-235,202.12,False,False,1.0,84.2,,0.992,41.36
False,False,False,U-235,205.31,True,False,4.7,15.49,,59.46,7.433
True,False,False,AM-241,59.54,True,False,36.3,4.451,4.451,4.941,2.09
