Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,BE-7,477.59,False,False,10.42,27.37,27.37,-15.54,12.83
True,False,False,K-40,1460.81,True,False,10.67,31.38,31.38,923.4,14.68
True,False,False,CS-137,32.19,True,False,3.66,84.54,3.894,55.11,40.79
False,False,False,CS-137,661.65,True,False,85.12,3.894,,70.65,1.852
False,False,False,TL-208,72.8,False,False,2.02,101.9,11.4,16.45,49.84
False,False,False,TL-208,74.97,False,False,3.41,91.33,,-413.0,44.98
False,False,False,TL-208,84.9,False,False,1.51,126.4,,-432.8,61.75
False,False,False,TL-208,277.36,False,False,6.31,19.87,,-1.902,9.487
False,False,False,TL-208,510.77,False,False,22.6,18.71,,8.008,8.868
False,False,False,TL-208,583.19,False,False,84.5,11.4,,26.19,5.498
False,False,False,TL-208,763.13,False,False,1.81,158.6,,18.74,73.97
False,False,False,TL-208,860.56,False,False,12.42,31.58,,-2.295,14.92
False,False,False,TL-208,2614.53,False,False,99.16,21.12,,26.7,9.722
True,False,False,PB-210,46.53,True,False,4.25,50.48,50.48,430.2,24.67
True,False,False,BI-212,727.18,True,False,6.65,40.22,40.22,61.61,18.75
False,False,False,PB-212,74.81,True,False,10.5,25.61,9.373,154.4,12.57
False,False,False,PB-212,77.11,True,False,17.6,17.32,,140.9,8.515
False,False,False,PB-212,87.3,True,False,7.9,25.8,,102.4,12.59
False,False,False,PB-212,115.18,False,False,0.59,170.8,,-11.03,82.55
False,False,False,PB-212,238.63,True,False,43.6,9.373,,78.2,4.6
False,False,False,PB-212,300.09,False,False,3.34,37.92,,-0.01357,18.0
True,False,False,BI-214,609.31,True,False,46.3,12.34,12.34,192.9,5.892
False,False,False,BI-214,768.36,True,False,5.04,58.8,,90.2,27.53
False,False,False,BI-214,806.17,True,False,1.23,144.9,,84.49,64.42
False,False,False,BI-214,934.06,False,False,3.21,124.2,,71.38,58.51
False,False,False,BI-214,1120.29,True,False,15.1,63.73,,164.7,30.21
False,False,False,BI-214,1155.19,False,False,1.69,385.3,,161.3,179.3
False,False,False,BI-214,1238.11,True,False,5.94,78.96,,118.8,36.48
False,False,False,BI-214,1280.96,True,False,1.47,185.5,,148.1,81.99
False,False,False,BI-214,1377.67,True,False,4.11,82.96,,283.3,38.41
False,False,False,BI-214,1401.5,True,False,1.39,140.6,,86.93,61.79
False,False,False,BI-214,1407.98,True,False,2.48,73.91,,94.15,32.26
False,False,False,BI-214,1509.19,False,False,2.19,126.7,,122.0,58.38
False,False,False,BI-214,1661.28,False,False,1.15,220.8,,235.9,100.4
False,False,False,BI-214,1729.6,True,False,3.05,68.19,,419.5,30.23
False,False,False,BI-214,1764.49,True,False,15.8,15.16,,173.1,6.82
False,False,False,BI-214,1847.44,True,False,2.12,136.3,,197.9,61.09
False,False,False,BI-214,2118.54,True,False,1.21,433.7,,247.1,192.6
True,False,False,PB-214,74.81,True,False,6.33,32.61,5.875,256.0,16.01
False,False,False,PB-214,77.11,True,False,10.7,21.97,,231.7,10.81
False,False,False,PB-214,87.2,True,False,3.7,46.85,,218.7,22.95
False,False,False,PB-214,89.8,True,False,1.03,166.4,,350.6,81.52
False,False,False,PB-214,241.98,True,False,7.49,17.11,,206.2,8.198
False,False,False,PB-214,295.21,True,False,19.2,8.355,,193.4,4.028
False,False,False,PB-214,351.92,True,False,37.2,5.875,,179.2,2.849
False,False,False,PB-214,785.91,True,False,1.1,306.2,,247.4,144.3
True,False,False,RA-226,186.21,True,False,3.28,190.3,190.3,1029.0,94.31
False,False,False,TH-227,50.2,False,False,8.5,21.91,17.49,17.05,10.67
False,False,False,TH-227,79.77,False,False,2.1,75.03,,-633.3,36.65
