Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,TH-227,85.44,False,False,1.58,128.4,,-232.0,63.07
False,False,False,TH-227,88.48,False,False,2.82,77.78,,293.0,38.27
False,False,False,TH-227,94.0,False,False,1.4,242.8,,2344.0,120.2
False,False,False,TH-227,210.65,False,False,1.13,132.5,,132.5,63.85
False,False,False,TH-227,236.0,False,False,11.2,17.49,,1.503,8.464
False,False,False,TH-227,256.25,False,False,6.8,18.06,,-3.25,8.63
False,False,False,TH-227,286.15,False,False,1.58,79.76,,-39.2,38.08
False,False,False,TH-227,299.9,False,False,2.0,62.98,,16.12,29.99
False,False,False,TH-227,304.44,False,False,1.05,117.0,,-48.16,55.45
False,False,False,TH-227,329.82,False,False,2.75,70.84,,17.18,33.81
False,False,False,TH-227,334.4,False,False,1.0,197.9,,21.84,94.24
True,False,False,AC-228,89.95,True,False,2.1,80.67,17.51,171.9,39.52
False,False,False,AC-228,93.35,True,False,3.5,85.58,,1066.0,42.3
False,False,False,AC-228,129.08,True,False,2.8,39.55,,20.48,19.26
False,False,False,AC-228,209.28,True,False,4.4,46.49,,59.04,22.62
False,False,False,AC-228,270.23,True,False,3.6,46.15,,37.5,22.3
False,False,False,AC-228,327.64,False,False,3.2,62.19,,6.998,29.74
False,False,False,AC-228,338.32,False,False,11.4,29.18,,89.28,14.16
False,False,False,AC-228,409.51,False,False,2.13,87.72,,-10.79,41.36
False,False,False,AC-228,463.0,True,False,4.4,55.46,,36.76,25.93
False,False,False,AC-228,794.7,False,False,4.6,66.06,,22.21,30.9
False,False,False,AC-228,911.6,True,False,27.7,17.51,,77.83,8.342
False,False,False,AC-228,964.6,True,False,5.2,54.58,,28.37,25.05
False,False,False,AC-228,969.11,True,False,16.6,20.86,,69.79,9.723
False,False,False,AC-228,1587.9,True,False,3.71,30.77,,50.19,12.44
True,False,False,PA-228,89.95,True,False,22.0,11.31,9.881,23.28,5.036
False,False,False,PA-228,93.35,True,False,35.0,12.57,,151.3,5.711
False,False,False,PA-228,95.0,True,False,4.4,39.36,,83.24,18.69
False,False,False,PA-228,105.0,True,False,16.3,9.881,,5.21,4.485
False,False,False,PA-228,129.22,True,False,2.97,61.54,,27.39,29.69
False,False,False,PA-228,209.28,True,False,1.74,192.6,,211.8,91.52
False,False,False,PA-228,240.0,False,False,1.02,663.9,,998.6,318.9
False,False,False,PA-228,281.87,False,False,1.28,141.7,,68.97,66.75
False,False,False,PA-228,310.0,False,False,1.85,105.3,,-30.33,48.8
False,False,False,PA-228,327.64,False,False,1.9,151.6,,16.72,71.07
False,False,False,PA-228,327.64,False,False,2.2,141.0,,14.44,61.37
False,False,False,PA-228,332.36,False,False,1.64,174.5,,-13.76,80.7
False,False,False,PA-228,338.32,False,False,5.3,90.5,,272.4,43.2
False,False,False,PA-228,341.1,False,False,1.61,182.6,,-844.0,85.34
False,False,False,PA-228,409.51,False,False,6.25,42.61,,-5.218,20.0
True,False,False,PA-228,463.0,True,False,13.8,29.29,9.881,16.63,13.65
False,False,False,PA-228,755.18,True,False,1.31,176.9,,112.0,77.07
False,False,False,PA-228,772.17,False,False,1.24,321.5,,-10.19,147.5
False,False,False,PA-228,794.7,False,False,2.09,208.6,,69.36,96.47
False,False,False,PA-228,830.5,False,False,2.03,238.4,,79.12,110.6
False,False,False,PA-228,911.23,True,False,16.7,65.96,,183.1,31.65
False,False,False,PA-228,964.6,True,False,10.5,48.89,,19.93,21.67
False,False,False,PA-228,969.11,True,False,10.1,85.55,,162.7,36.55
False,False,False,PA-228,1588.0,True,False,2.53,116.2,,104.4,51.26
False,False,False,PA-228,1887.0,False,False,1.63,167.1,,-14.21,68.02
True,False,False,TH-228,74.81,True,False,10.5,20.85,3.703,154.4,10.2
False,False,False,TH-228,77.11,True,False,17.6,14.31,,140.9,7.018
False,False,False,TH-228,87.3,True,False,7.9,22.21,,102.4,10.81
False,False,False,TH-228,115.18,False,False,0.59,170.8,,-11.03,82.55
False,False,False,TH-228,238.63,True,False,43.6,3.703,,78.2,1.775
False,False,False,TH-228,300.09,False,False,3.34,37.92,,-0.01357,18.0
True,False,False,TH-230,67.67,True,False,0.38,526.5,526.5,342.0,253.6
False,False,False,PA-231,27.36,False,False,9.3,31.38,26.74,-5.215,15.26
False,False,False,PA-231,283.67,False,False,1.6,76.27,,-60.9,36.37
False,False,False,PA-231,300.08,False,False,2.3,54.9,,-0.0197,26.14
False,False,False,PA-231,302.67,False,False,4.6,26.74,,-17.87,12.69
False,False,False,PA-231,330.07,False,False,1.3,145.5,,-60.46,69.34
True,False,False,TH-234,63.29,True,False,4.5,53.51,53.51,787.7,23.4
False,False,False,TH-234,92.38,False,False,2.6,162.0,,1295.0,68.67
False,False,False,TH-234,92.8,True,False,2.6,90.19,,1456.0,37.93
True,False,False,U-235,89.96,True,False,1.5,117.3,9.358,240.7,57.48
False,False,False,U-235,93.35,True,False,2.5,122.8,,1493.0,60.7
False,False,False,U-235,105.0,True,False,1.0,120.3,,59.87,58.57
False,False,False,U-235,109.14,True,False,1.5,67.05,,37.49,32.48
False,False,False,U-235,143.76,True,False,10.5,9.358,,29.73,4.475
False,False,False,U-235,163.35,True,False,4.7,30.22,,50.08,14.38
False,False,False,U-235,185.71,True,False,54.0,13.65,,62.53,6.77
False,False,False,U-235,202.12,False,False,1.0,123.6,,20.61,59.21
False,False,False,U-235,205.31,True,False,4.7,47.16,,45.28,22.54
False,False,False,AM-241,59.54,False,False,36.3,5.545,5.545,2.225,2.56
