Nom du fichier,Date du rapport,Nom de l’échantillon,Description,Identification,Type d'échantillon,Géométrie de mesure,Sensibilité de recherche,Zone de recherche des pics,Zone de calcul des surfaces,Tolérance sur les énergies,Quantité d’échantillon,Date de l’échantillon,Date de mesure,Temps actif,Temps réel,Temps mort,Date de l’étalonnage en énergie,Date de l’étalonnage en efficacité,Nom de la géométrie,Rapport sur Les paramètres des pics  08/06/2026 15
D:\DATA\2025\NOI-S\NOI_9.CNF,08/06/2026 15:44:34,NOI_9,ech,,,,2.50,50 - 16384,50 - 16384,1.000 keV,1.2500E+00 g,15/10/2025 11:07:00,15/10/2025 11:09:30,84839.6 secondes,84841.1 secondes,0.00 %,08/06/2026,06/02/2026,,44:34          Page  2
