Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,BE-7,477.59,False,False,10.42,39.21,39.21,5.396,18.66
True,False,False,K-40,1460.81,True,False,10.67,46.89,46.89,870.0,22.31
True,False,False,CS-137,32.19,True,False,3.66,96.41,4.935,143.2,46.56
False,False,False,CS-137,661.65,True,False,85.12,4.935,,142.9,2.363
True,False,False,TL-208,72.8,True,False,2.02,75.55,9.519,39.99,36.62
False,False,False,TL-208,74.97,True,False,3.41,74.68,,467.3,36.63
False,False,False,TL-208,84.9,True,False,1.51,96.75,,381.9,46.88
False,False,False,TL-208,277.36,False,False,6.31,24.74,,12.66,11.88
False,False,False,TL-208,510.77,True,False,22.6,19.9,,11.29,9.419
False,False,False,TL-208,583.19,True,False,84.5,9.519,,24.79,4.541
False,False,False,TL-208,763.13,False,False,1.81,227.3,,3.042,107.7
False,False,False,TL-208,860.56,True,False,12.42,22.82,,28.03,10.46
False,False,False,TL-208,2614.53,True,False,99.16,12.65,,32.09,5.412
True,False,False,PB-210,46.53,True,False,4.25,66.91,66.91,673.6,32.83
True,False,False,BI-212,727.18,True,False,6.65,39.17,39.17,66.84,18.1
True,False,False,PB-212,74.81,True,False,10.5,20.98,3.609,151.8,10.25
False,False,False,PB-212,77.11,True,False,17.6,14.43,,155.4,7.069
False,False,False,PB-212,87.3,True,False,7.9,30.06,,56.52,14.68
False,False,False,PB-212,115.18,False,False,0.59,191.1,,-8.053,92.42
False,False,False,PB-212,238.63,True,False,43.6,3.609,,84.49,1.722
False,False,False,PB-212,300.09,True,False,3.34,49.85,,26.31,23.86
True,False,False,BI-214,609.31,True,False,46.3,13.45,13.45,192.9,6.42
False,False,False,BI-214,768.36,True,False,5.04,188.1,,174.8,91.92
False,False,False,BI-214,806.17,True,False,1.23,223.9,,196.4,103.1
False,False,False,BI-214,934.06,True,False,3.21,106.6,,70.57,49.39
False,False,False,BI-214,1120.29,True,False,15.1,81.84,,193.8,39.1
False,False,False,BI-214,1155.19,True,False,1.69,331.3,,338.3,151.1
False,False,False,BI-214,1238.11,True,False,5.94,85.11,,98.61,39.26
False,False,False,BI-214,1280.96,False,False,1.47,391.3,,109.3,183.7
False,False,False,BI-214,1377.67,True,False,4.11,110.5,,260.1,51.85
False,False,False,BI-214,1401.5,False,False,1.39,257.8,,152.5,119.5
False,False,False,BI-214,1407.98,False,False,2.48,156.3,,68.16,72.92
False,False,False,BI-214,1509.19,True,False,2.19,93.68,,128.0,41.48
False,False,False,BI-214,1661.28,True,False,1.15,89.17,,170.1,33.88
False,False,False,BI-214,1729.6,True,False,3.05,74.7,,509.4,33.11
False,False,False,BI-214,1764.49,True,False,15.8,20.77,,153.9,9.545
False,False,False,BI-214,1847.44,True,False,2.12,133.0,,414.4,58.79
False,False,False,BI-214,2118.54,True,False,1.21,458.8,,383.9,202.9
True,False,False,PB-214,74.81,True,False,6.33,33.31,5.777,251.7,16.33
False,False,False,PB-214,77.11,True,False,10.7,22.99,,255.6,11.3
False,False,False,PB-214,87.2,True,False,3.7,64.19,,120.7,31.57
False,False,False,PB-214,89.8,True,False,1.03,199.5,,95.98,97.92
False,False,False,PB-214,241.98,True,False,7.49,19.38,,193.3,9.302
False,False,False,PB-214,295.21,True,False,19.2,6.942,,187.7,3.308
False,False,False,PB-214,351.92,True,False,37.2,5.777,,184.1,2.791
False,False,False,PB-214,785.91,True,False,1.1,284.9,,343.4,132.8
True,False,False,RA-226,186.21,True,False,3.28,174.6,174.6,1072.0,86.4
False,False,False,TH-227,50.2,False,False,8.5,23.66,23.66,-1.864,11.51
False,False,False,TH-227,79.77,False,False,2.1,89.45,,-1540.0,43.77
False,False,False,TH-227,85.44,False,False,1.58,149.0,,-43.41,73.29
False,False,False,TH-227,88.48,False,False,2.82,84.22,,289.9,41.43
False,False,False,TH-227,94.0,False,False,1.4,260.9,,2501.0,129.1
False,False,False,TH-227,210.65,False,False,1.13,163.7,,194.5,79.2
False,False,False,TH-227,236.0,False,False,11.2,29.84,,-0.8033,14.61
False,False,False,TH-227,256.25,False,False,6.8,24.49,,17.42,11.81
False,False,False,TH-227,286.15,False,False,1.58,101.3,,7.256,48.69
False,False,False,TH-227,299.9,False,False,2.0,84.15,,61.85,40.42
False,False,False,TH-227,304.44,False,False,1.05,155.8,,-22.44,74.59
False,False,False,TH-227,329.82,False,False,2.75,86.82,,4.454,41.63
False,False,False,TH-227,334.4,False,False,1.0,221.4,,-708.8,105.5
True,False,False,AC-228,89.95,True,False,2.1,97.27,16.77,47.08,47.74
False,False,False,AC-228,93.35,True,False,3.5,408.1,,1139.0,203.5
False,False,False,AC-228,129.08,False,False,2.8,33.7,,-1.851,16.29
False,False,False,AC-228,209.28,False,False,4.4,40.83,,10.08,19.74
False,False,False,AC-228,270.23,True,False,3.6,51.81,,85.65,25.06
False,False,False,AC-228,327.64,True,False,3.2,48.91,,28.29,22.99
False,False,False,AC-228,338.32,True,False,11.4,16.86,,91.66,7.963
False,False,False,AC-228,409.51,False,False,2.13,118.0,,-43.14,56.24
False,False,False,AC-228,463.0,True,False,4.4,73.49,,42.43,34.77
False,False,False,AC-228,794.7,False,False,4.6,84.24,,54.53,39.78
False,False,False,AC-228,911.6,True,False,27.7,16.77,,77.12,7.93
False,False,False,AC-228,964.6,True,False,5.2,63.89,,47.02,29.49
False,False,False,AC-228,969.11,True,False,16.6,18.88,,66.52,8.672
False,False,False,AC-228,1587.9,True,False,3.71,45.7,,62.58,19.6
False,False,False,PA-228,89.95,True,False,22.0,14.57,10.93,6.433,6.507
False,False,False,PA-228,93.35,True,False,35.0,14.05,,163.1,6.386
False,False,False,PA-228,95.0,True,False,4.4,38.38,,52.18,18.16
False,False,False,PA-228,105.0,False,False,16.3,10.93,,-0.9111,4.963
False,False,False,PA-228,129.22,False,False,2.97,46.2,,22.44,22.05
False,False,False,PA-228,209.28,False,False,1.74,151.8,,36.48,71.47
False,False,False,PA-228,240.0,False,False,1.02,788.4,,6243.0,379.0
False,False,False,PA-228,281.87,False,False,1.28,163.4,,-184.9,77.13
False,False,False,PA-228,310.0,False,False,1.85,122.6,,-108.8,56.93
False,False,False,PA-228,327.64,True,False,1.9,153.6,,68.22,71.73
False,False,False,PA-228,327.64,False,False,2.2,166.3,,9.095,72.58
False,False,False,PA-228,332.36,False,False,1.64,208.9,,-99.56,96.97
False,False,False,PA-228,338.32,True,False,5.3,103.4,,282.3,49.42
False,False,False,PA-228,341.1,True,False,1.61,137.9,,63.51,63.11
False,False,False,PA-228,409.51,False,False,6.25,57.82,,-21.05,27.44
False,False,False,PA-228,463.0,True,False,13.8,50.3,10.93,19.37,23.94
False,False,False,PA-228,755.18,False,False,1.31,415.6,,181.7,193.3
False,False,False,PA-228,772.17,False,False,1.24,476.6,,0.9825,222.7
False,False,False,PA-228,794.7,False,False,2.09,268.4,,171.8,125.3
False,False,False,PA-228,830.5,False,False,2.03,274.0,,184.0,127.4
False,False,False,PA-228,911.23,True,False,16.7,80.0,,183.1,38.49
False,False,False,PA-228,964.6,True,False,10.5,64.89,,33.34,29.11
False,False,False,PA-228,969.11,True,False,10.1,97.19,,156.5,41.57
False,False,False,PA-228,1588.0,True,False,2.53,181.6,,131.4,82.89
False,False,False,PA-228,1887.0,False,False,1.63,297.2,,188.6,130.4
False,False,False,TH-228,74.81,True,False,10.5,28.35,11.15,151.8,13.92
False,False,False,TH-228,77.11,True,False,17.6,19.82,,155.4,9.75
False,False,False,TH-228,87.3,True,False,7.9,29.83,,56.52,14.57
False,False,False,TH-228,115.18,False,False,0.59,191.1,,-8.053,92.42
False,False,False,TH-228,238.63,True,False,43.6,11.15,,84.49,5.481
False,False,False,TH-228,300.09,True,False,3.34,48.8,,26.31,23.34
False,False,False,TH-230,67.67,False,False,0.38,475.7,475.7,26.68,228.2
True,False,False,PA-231,27.36,True,False,9.3,39.25,37.03,30.75,19.15
False,False,False,PA-231,283.67,False,False,1.6,95.73,,69.71,45.93
False,False,False,PA-231,300.08,True,False,2.3,67.14,,38.21,32.13
False,False,False,PA-231,302.67,False,False,4.6,37.03,,-19.41,17.77
False,False,False,PA-231,330.07,False,False,1.3,181.4,,-62.32,86.95
True,False,False,TH-234,63.29,True,False,4.5,61.19,61.19,823.7,26.78
False,False,False,TH-234,92.38,False,False,2.6,175.3,,1345.0,74.27
False,False,False,TH-234,92.8,True,False,2.6,82.89,,1556.0,34.74
True,False,False,U-235,89.96,True,False,1.5,140.1,7.19,65.91,68.8
False,False,False,U-235,93.35,True,False,2.5,572.0,,1595.0,285.2
False,False,False,U-235,105.0,False,False,1.0,116.5,,-10.37,56.5
False,False,False,U-235,109.14,True,False,1.5,56.02,,34.6,26.87
False,False,False,U-235,143.76,True,False,10.5,7.19,,30.16,3.396
False,False,False,U-235,163.35,True,False,4.7,31.73,,37.97,15.08
False,False,False,U-235,185.71,True,False,54.0,13.4,,65.12,6.637
False,False,False,U-235,202.12,False,False,1.0,152.6,,-267.3,73.46
False,False,False,U-235,205.31,False,False,4.7,39.1,,-8.683,18.55
False,False,False,AM-241,59.54,False,False,36.3,6.069,6.069,0.1023,2.802
