Nom du nucléide,Indice de confiance,Energie (keV),Marker *,Marker @,Intensité (%),Activité (mBq/g   ),Incert. (mBq/g   )
K-40,0.999,1460.81,True,False,10.67,869.9752,91.24719
CS-137,1.0,32.19,True,True,3.66,143.1645,63.38784
CS-137,,661.65,True,False,85.12,142.8933,9.920907
TL-208,0.882,72.8,True,True,2.02,39.99138,30.79177
TL-208,,74.97,True,True,3.41,467.2806,46.1632
TL-208,,84.9,True,True,1.51,381.8928,58.05827
TL-208,,510.77,True,False,22.6,11.2853,12.19722
TL-208,,583.19,True,False,84.5,24.79073,6.875318
TL-208,,860.56,True,False,12.42,28.03188,15.5054
TL-208,,2614.53,True,False,99.16,32.08518,11.4476
PB-210,1.0,46.53,True,False,4.25,673.6249,53.86547
BI-212,0.999,727.18,True,False,6.65,66.8438,28.02725
PB-212,0.999,74.81,True,False,10.5,151.7549,16.20467
PB-212,,77.11,True,False,17.6,155.4194,14.87842
PB-212,,87.3,True,True,7.9,56.52353,7.338182
PB-212,,238.63,True,False,43.6,84.49095,7.602847
PB-212,,300.09,True,True,3.34,26.31035,15.12783
BI-214,0.961,609.31,True,False,46.3,192.913,15.46598
BI-214,,768.36,True,True,5.04,174.8265,116.5804
BI-214,,806.17,True,True,1.23,196.3824,144.3604
BI-214,,934.06,True,True,3.21,70.57356,66.49249
BI-214,,1120.29,True,True,15.1,193.8142,57.5048
BI-214,,1155.19,True,True,1.69,338.2624,219.8003
BI-214,,1238.11,True,True,5.94,98.6134,56.91394
BI-214,,1377.67,True,True,4.11,260.1458,81.90973
BI-214,,1509.19,True,True,2.19,127.9822,67.80218
BI-214,,1661.28,True,True,1.15,170.1036,84.63927
BI-214,,1729.6,True,True,3.05,509.3505,96.67066
BI-214,,1764.49,True,False,15.8,153.9376,25.34314
BI-214,,1847.44,True,True,2.12,414.4001,123.2099
BI-214,,2118.54,True,True,1.21,383.8889,301.4153
PB-214,0.999,74.81,True,True,6.33,251.7262,18.83304
PB-214,,77.11,True,True,10.7,255.6431,13.61621
PB-214,,87.2,True,True,3.7,120.6854,9.804402
PB-214,,89.8,True,True,1.03,95.98128,26.12432
PB-214,0.999,241.98,True,True,7.49,193.2744,16.61098
PB-214,,295.21,True,False,19.2,187.7271,10.05861
PB-214,,351.92,True,False,37.2,184.0544,8.253474
PB-214,,785.91,True,True,1.1,343.4044,189.4802
RA-226,0.96,186.21,True,False,3.28,1072.056,82.60206
AC-228,0.773,89.95,True,True,2.1,47.07653,12.81336
AC-228,,93.35,True,True,3.5,1139.121,29.2531
AC-228,,270.23,True,True,3.6,85.65062,33.80432
AC-228,,327.64,True,True,3.2,28.29225,20.15164
AC-228,,338.32,True,False,11.4,91.66492,13.28354
AC-228,,463.0,True,True,4.4,42.43402,45.10079
AC-228,,911.6,True,False,27.7,77.1216,14.28289
AC-228,,964.6,True,True,5.2,47.01996,29.5699
AC-228,,969.11,True,False,16.6,66.5221,14.43396
AC-228,,1587.9,True,True,3.71,62.57965,34.29433
PA-231,1.0,27.36,True,False,9.3,30.75256,24.1732
PA-231,,300.08,True,True,2.3,38.20719,21.82361
TH-234,0.551,63.29,True,False,4.5,823.6916,333.1259
TH-234,,92.8,True,True,2.6,1555.68,719.1168
U-235,0.915,89.96,True,True,1.5,65.90714,17.9387
U-235,,93.35,True,True,2.5,1594.77,40.95434
U-235,,109.14,True,True,1.5,34.59659,22.40366
U-235,,143.76,True,False,10.5,30.16132,7.156831
U-235,,163.35,True,True,4.7,37.96689,20.78315
U-235,,185.71,True,True,54.0,65.11749,5.437929
