Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,TH-227,299.9,False,False,2.0,75.49,,25.63,36.13
False,False,False,TH-227,304.44,False,False,1.05,130.9,,-56.96,62.19
False,False,False,TH-227,329.82,False,False,2.75,75.13,,-6.536,35.83
False,False,False,TH-227,334.4,False,False,1.0,199.3,,-30.13,94.62
False,False,False,AC-228,89.95,False,False,2.1,86.04,27.44,-1788.0,42.14
False,False,False,AC-228,93.35,False,False,3.5,103.7,,1116.0,51.33
False,False,False,AC-228,129.08,False,False,2.8,33.93,,22.47,16.41
False,False,False,AC-228,209.28,False,False,4.4,37.83,,56.18,18.26
False,False,False,AC-228,270.23,False,False,3.6,46.16,,9.88,22.26
False,False,False,AC-228,327.64,False,False,3.2,63.88,,4.606,30.5
False,False,False,AC-228,338.32,False,False,11.4,30.08,,82.05,14.57
False,False,False,AC-228,409.51,False,False,2.13,91.01,,-59.23,42.83
False,False,False,AC-228,463.0,False,False,4.4,72.6,,52.48,34.37
False,False,False,AC-228,794.7,False,False,4.6,71.61,,-2.175,33.52
False,False,False,AC-228,911.6,False,False,27.7,27.44,,80.31,13.27
False,False,False,AC-228,964.6,False,False,5.2,76.14,,-36.05,35.66
False,False,False,AC-228,969.11,False,False,16.6,35.93,,58.07,17.2
False,False,False,AC-228,1587.9,False,False,3.71,73.55,,25.08,33.54
True,False,False,PA-228,89.95,True,False,22.0,10.58,8.03,25.44,4.695
False,False,False,PA-228,93.35,True,False,35.0,12.29,,161.3,5.577
False,False,False,PA-228,95.0,True,False,4.4,38.28,,65.75,18.12
False,False,False,PA-228,105.0,True,False,16.3,8.03,,4.141,3.61
False,False,False,PA-228,129.22,False,False,2.97,45.9,,30.0,21.92
False,False,False,PA-228,209.28,True,False,1.74,159.1,,218.9,75.1
False,False,False,PA-228,240.0,False,False,1.02,701.5,,1484.0,336.9
False,False,False,PA-228,281.87,False,False,1.28,144.9,,-61.0,68.09
False,False,False,PA-228,310.0,False,False,1.85,113.6,,26.4,52.64
False,False,False,PA-228,327.64,True,False,1.9,122.1,,80.15,56.41
False,False,False,PA-228,327.64,False,False,2.2,144.7,,9.496,62.87
False,False,False,PA-228,332.36,False,False,1.64,179.8,,57.95,82.97
False,False,False,PA-228,338.32,True,False,5.3,57.95,,227.1,27.11
False,False,False,PA-228,341.1,False,False,1.61,182.3,,27.86,84.91
False,False,False,PA-228,409.51,False,False,6.25,44.16,,-28.61,20.69
True,False,False,PA-228,463.0,True,False,13.8,25.14,8.03,12.96,11.55
False,False,False,PA-228,755.18,False,False,1.31,303.8,,-90.55,138.7
False,False,False,PA-228,772.17,False,False,1.24,328.6,,-82.01,150.3
False,False,False,PA-228,794.7,False,False,2.09,225.9,,-6.784,104.6
False,False,False,PA-228,830.5,False,False,2.03,217.4,,-2.034,99.73
False,False,False,PA-228,911.23,False,False,16.7,64.78,,179.8,31.01
False,False,False,PA-228,964.6,False,False,10.5,56.18,,-25.31,25.03
False,False,False,PA-228,969.11,False,False,10.1,93.69,,135.3,40.07
False,False,False,PA-228,1588.0,True,False,2.53,105.5,,71.07,45.6
False,False,False,PA-228,1887.0,False,False,1.63,240.2,,-103.7,102.9
True,False,False,TH-228,74.81,True,False,10.5,21.31,3.581,168.7,10.42
False,False,False,TH-228,77.11,True,False,17.6,14.7,,161.1,7.205
False,False,False,TH-228,87.3,True,False,7.9,22.5,,110.3,10.94
False,False,False,TH-228,115.18,False,False,0.59,170.7,,-517.9,82.32
False,False,False,TH-228,238.63,True,False,43.6,3.581,,86.53,1.709
False,False,False,TH-228,300.09,False,False,3.34,45.83,,26.43,21.88
False,False,False,TH-230,67.67,False,False,0.38,416.0,416.0,10.2,198.9
False,False,False,PA-231,27.36,False,False,9.3,31.51,31.46,12.4,15.3
False,False,False,PA-231,283.67,False,False,1.6,83.78,,74.03,40.0
False,False,False,PA-231,300.08,False,False,2.3,66.35,,38.38,31.77
False,False,False,PA-231,302.67,False,False,4.6,31.46,,-17.85,15.0
False,False,False,PA-231,330.07,False,False,1.3,155.8,,-72.52,74.24
True,False,False,TH-234,63.29,True,False,4.5,47.54,47.54,770.9,20.71
False,False,False,TH-234,92.38,False,False,2.6,166.3,,1381.0,70.46
False,False,False,TH-234,92.8,True,False,2.6,84.66,,1554.0,35.52
True,False,False,U-235,89.96,True,False,1.5,114.0,9.018,263.3,55.75
False,False,False,U-235,93.35,True,False,2.5,121.6,,1593.0,60.07
False,False,False,U-235,105.0,True,False,1.0,108.4,,47.62,52.51
False,False,False,U-235,109.14,False,False,1.5,75.66,,13.29,36.72
False,False,False,U-235,143.76,True,False,10.5,9.018,,33.43,4.299
False,False,False,U-235,163.35,True,False,4.7,25.67,,32.33,12.12
False,False,False,U-235,185.71,True,False,54.0,13.91,,64.01,6.892
False,False,False,U-235,202.12,False,False,1.0,126.5,,-14.74,60.47
False,False,False,U-235,205.31,True,False,4.7,47.3,,72.36,22.58
False,False,False,AM-241,59.54,False,False,36.3,5.747,5.747,-0.296,2.651
