Nom du nucléide,Indice de confiance,Energie (keV),Marker *,Marker @,Intensité (%),Activité (mBq/g   ),Incert. (mBq/g   )
K-40,1.0,1460.81,True,False,10.67,891.6368,89.60284
CS-137,1.0,32.19,True,True,3.66,208.4953,62.06279
CS-137,,661.65,True,False,85.12,194.207,12.47017
CS-137,,74.97,True,True,3.41,508.8902,47.26343
CS-137,,84.9,True,True,1.51,402.2102,58.03551
CS-137,,277.36,True,True,6.31,7.974699,9.627505
CS-137,,583.19,True,False,84.5,33.84281,5.16382
CS-137,,860.56,True,False,12.42,36.18351,17.9513
CS-137,,2614.53,True,False,99.16,13.90042,12.19962
PB-210,1.0,46.53,True,False,4.25,1224.403,64.47798
BI-212,1.0,727.18,True,False,6.65,97.23992,32.09135
BI-214,0.964,609.31,True,False,46.3,184.883,16.06902
BI-214,,768.36,True,True,5.04,229.565,105.445
BI-214,,934.06,True,True,3.21,131.7026,58.0861
BI-214,,1120.29,True,True,15.1,207.4941,50.75984
BI-214,,1155.19,True,True,1.69,234.1332,192.4554
BI-214,,1238.11,True,True,5.94,107.6974,56.21021
BI-214,,1377.67,True,True,4.11,265.6427,65.49673
BI-214,,1401.5,True,True,1.39,169.4024,169.9102
BI-214,,1407.98,True,True,2.48,70.32799,80.5939
BI-214,,1661.28,True,True,1.15,75.16849,91.2745
BI-214,,1729.6,True,True,3.05,433.109,89.72057
BI-214,,1764.49,True,False,15.8,180.2915,27.92125
BI-214,,1847.44,True,True,2.12,249.7087,119.6875
BI-214,,2118.54,True,True,1.21,530.0659,331.7678
PB-214,1.0,74.81,True,True,6.33,274.1415,18.31529
PB-214,,77.11,True,True,10.7,256.6287,13.34646
PB-214,,87.2,True,True,3.7,247.0673,22.32174
PB-214,,89.8,True,True,1.03,380.3481,58.64114
PB-214,,241.98,True,True,7.49,193.8421,15.56362
PB-214,,295.21,True,False,19.2,178.7421,11.02546
PB-214,,351.92,True,False,37.2,175.9549,8.465394
PB-214,,785.91,True,True,1.1,394.9063,215.9778
RA-226,0.99,186.21,True,False,3.28,1066.077,79.88363
AC-228,0.799,89.95,True,True,2.1,186.5517,28.76208
AC-228,0.799,93.35,True,True,3.5,1224.326,48.33824
AC-228,,209.28,True,True,4.4,44.53761,13.00942
AC-228,,270.23,True,True,3.6,64.91937,31.8815
AC-228,,327.64,True,True,3.2,27.00553,22.3508
AC-228,,338.32,True,False,11.4,88.4883,12.7287
AC-228,,463.0,True,True,4.4,103.4311,57.92886
AC-228,,911.6,True,False,27.7,87.58463,14.34021
AC-228,,964.6,True,True,5.2,78.58964,29.04162
AC-228,,969.11,True,False,16.6,86.59557,15.48551
AC-228,,1587.9,True,True,3.71,46.54308,36.98562
PA-228,0.994,89.95,True,False,22.0,25.42113,10.06734
PA-228,,93.35,True,False,35.0,174.7818,60.53145
PA-228,,95.0,True,True,4.4,89.40272,22.85887
PA-228,,105.0,True,False,16.3,7.855371,7.329783
PA-228,,209.28,True,True,1.74,160.7791,56.69279
PA-228,,240.0,True,True,1.02,5648.103,1176.602
PA-228,,327.64,True,True,1.9,64.93043,54.87223
PA-228,,338.32,True,True,5.3,271.7152,57.19421
PA-228,,463.0,True,True,13.8,47.07865,27.10707
PA-228,,911.23,True,False,16.7,207.3912,42.49333
PA-228,,964.6,True,True,10.5,55.56208,25.37058
PA-228,,969.11,True,True,10.1,203.1803,88.48444
PA-228,,1588.0,True,True,2.53,97.43335,78.33342
TH-228,0.943,74.81,True,False,10.5,165.2681,16.74723
TH-228,,77.11,True,False,17.6,156.0186,14.82767
TH-228,,87.3,True,True,7.9,115.7151,15.70374
TH-228,,238.63,True,False,43.6,92.55867,8.10826
PA-231,1.0,27.36,True,False,9.3,26.62997,26.95067
TH-234,0.552,63.29,True,False,4.5,760.7857,308.0635
TH-234,0.552,92.38,True,True,2.6,1671.909,774.4687
U-235,0.999,89.96,True,True,1.5,261.1723,40.26691
U-235,,93.35,True,True,2.5,1714.056,67.67354
U-235,,105.0,True,True,1.0,89.69229,78.99718
U-235,,109.14,True,True,1.5,38.24449,22.45245
U-235,,143.76,True,False,10.5,33.33003,8.752928
U-235,,163.35,True,True,4.7,34.93719,19.50342
U-235,,185.71,True,True,54.0,64.75432,5.281338
U-235,,202.12,True,True,1.0,65.64517,42.34696
U-235,,205.31,True,True,4.7,69.81464,18.46093
