Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,TH-227,299.9,False,False,2.0,83.89,,45.52,40.26
False,False,False,TH-227,304.44,False,False,1.05,142.4,,30.09,67.8
False,False,False,TH-227,329.82,False,False,2.75,85.5,,-43.98,40.94
False,False,False,TH-227,334.4,False,False,1.0,243.6,,-228.6,116.5
True,False,False,AC-228,89.95,True,False,2.1,88.35,16.02,186.6,43.26
False,False,False,AC-228,93.35,True,False,3.5,95.04,,1224.0,46.97
False,False,False,AC-228,129.08,False,False,2.8,34.62,,8.274,16.73
False,False,False,AC-228,209.28,True,False,4.4,30.2,,44.54,14.42
False,False,False,AC-228,270.23,True,False,3.6,49.7,,64.92,23.98
False,False,False,AC-228,327.64,True,False,3.2,57.25,,27.01,27.11
False,False,False,AC-228,338.32,True,False,11.4,18.5,,88.49,8.768
False,False,False,AC-228,409.51,False,False,2.13,122.8,,-22.82,58.58
False,False,False,AC-228,463.0,True,False,4.4,93.4,,103.4,44.68
False,False,False,AC-228,794.7,False,False,4.6,80.88,,47.22,38.04
False,False,False,AC-228,911.6,True,False,27.7,16.02,,87.58,7.546
False,False,False,AC-228,964.6,True,False,5.2,53.53,,78.59,24.25
False,False,False,AC-228,969.11,True,False,16.6,20.92,,86.6,9.671
False,False,False,AC-228,1587.9,True,False,3.71,57.85,,46.54,25.57
True,False,False,PA-228,89.95,True,False,22.0,11.74,11.74,25.42,5.215
False,False,False,PA-228,93.35,True,False,35.0,13.5,,174.8,6.133
False,False,False,PA-228,95.0,True,False,4.4,36.57,,89.4,17.26
False,False,False,PA-228,105.0,True,False,16.3,12.26,,7.855,5.578
False,False,False,PA-228,129.22,False,False,2.97,47.17,,11.13,22.51
False,False,False,PA-228,209.28,True,False,1.74,146.7,,160.8,68.91
False,False,False,PA-228,240.0,True,False,1.02,694.2,,5648.0,332.7
False,False,False,PA-228,281.87,False,False,1.28,158.6,,24.89,74.68
False,False,False,PA-228,310.0,False,False,1.85,125.1,,-23.06,58.12
False,False,False,PA-228,327.64,True,False,1.9,164.2,,64.93,76.84
False,False,False,PA-228,327.64,False,False,2.2,174.0,,1.337,76.0
False,False,False,PA-228,332.36,False,False,1.64,211.5,,-13.05,98.13
False,False,False,PA-228,338.32,True,False,5.3,91.46,,271.7,43.5
False,False,False,PA-228,341.1,False,False,1.61,244.9,,-54.22,115.3
False,False,False,PA-228,409.51,False,False,6.25,60.0,,-11.1,28.5
True,False,False,PA-228,463.0,True,False,13.8,45.48,11.74,47.08,21.55
False,False,False,PA-228,755.18,False,False,1.31,345.2,,-267.2,158.5
False,False,False,PA-228,772.17,False,False,1.24,390.7,,-128.1,180.2
False,False,False,PA-228,794.7,False,False,2.09,257.0,,148.4,119.5
False,False,False,PA-228,830.5,False,False,2.03,252.0,,-89.05,116.4
False,False,False,PA-228,911.23,True,False,16.7,65.83,,207.4,31.46
False,False,False,PA-228,964.6,True,False,10.5,49.75,,55.56,21.88
False,False,False,PA-228,969.11,True,False,10.1,89.65,,203.2,38.17
False,False,False,PA-228,1588.0,True,False,2.53,161.6,,97.43,72.91
False,False,False,PA-228,1887.0,False,False,1.63,309.1,,91.1,135.9
True,False,False,TH-228,74.81,True,False,10.5,21.52,3.498,165.3,10.51
False,False,False,TH-228,77.11,True,False,17.6,14.75,,156.0,7.223
False,False,False,TH-228,87.3,True,False,7.9,23.02,,115.7,11.18
False,False,False,TH-228,115.18,False,False,0.59,175.9,,45.12,84.78
False,False,False,TH-228,238.63,True,False,43.6,3.498,,92.56,1.664
False,False,False,TH-228,300.09,False,False,3.34,50.76,,28.3,24.29
False,False,False,TH-230,67.67,False,False,0.38,466.2,466.2,-26.56,223.4
True,False,False,PA-231,27.36,True,False,9.3,44.18,33.74,26.63,21.59
False,False,False,PA-231,283.67,False,False,1.6,85.62,,-88.58,40.83
False,False,False,PA-231,300.08,False,False,2.3,73.48,,41.1,35.27
False,False,False,PA-231,302.67,False,False,4.6,33.74,,-44.82,16.11
False,False,False,PA-231,330.07,False,False,1.3,177.0,,-181.2,84.63
True,False,False,TH-234,63.29,True,False,4.5,60.23,60.23,760.8,26.34
False,False,False,TH-234,92.38,True,False,2.6,101.9,,1672.0,42.85
False,False,False,TH-234,92.8,False,False,2.6,177.5,,1562.0,75.2
True,False,False,U-235,89.96,True,False,1.5,128.2,10.33,261.2,62.81
False,False,False,U-235,93.35,True,False,2.5,135.9,,1714.0,67.18
False,False,False,U-235,105.0,True,False,1.0,151.5,,89.69,73.98
False,False,False,U-235,109.14,True,False,1.5,64.56,,38.24,31.11
False,False,False,U-235,143.76,True,False,10.5,10.33,,33.33,4.936
False,False,False,U-235,163.35,True,False,4.7,29.78,,34.94,14.11
False,False,False,U-235,185.71,True,False,54.0,15.03,,64.75,7.453
False,False,False,U-235,202.12,True,False,1.0,108.2,,65.65,51.22
False,False,False,U-235,205.31,True,False,4.7,27.4,,69.81,12.81
False,False,False,AM-241,59.54,False,False,36.3,6.417,6.417,2.273,2.965
