Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,PB-214,785.91,True,False,1.1,256.6,,327.0,120.1
True,False,False,RA-226,186.21,True,False,3.28,166.7,166.7,1040.0,82.58
True,False,False,TH-227,50.2,True,False,8.5,17.68,17.68,13.44,8.575
False,False,False,TH-227,79.77,False,False,2.1,69.8,,-546.3,34.09
False,False,False,TH-227,85.44,False,False,1.58,117.3,,-424.5,57.6
False,False,False,TH-227,88.48,False,False,2.82,71.21,,141.2,35.03
False,False,False,TH-227,94.0,True,False,1.4,84.81,,140.2,41.29
False,False,False,TH-227,210.65,False,False,1.13,134.7,,23.95,65.09
False,False,False,TH-227,236.0,False,False,11.2,21.71,,-0.2793,10.6
False,False,False,TH-227,256.25,False,False,6.8,18.97,,-0.7902,9.114
False,False,False,TH-227,286.15,False,False,1.58,84.48,,21.0,40.58
False,False,False,TH-227,299.9,False,False,2.0,68.94,,2.206,33.07
False,False,False,TH-227,304.44,False,False,1.05,132.5,,117.8,63.44
False,False,False,TH-227,329.82,False,False,2.75,72.12,,72.05,34.56
False,False,False,TH-227,334.4,False,False,1.0,194.3,,-301.0,92.79
True,False,False,AC-228,89.95,True,False,2.1,82.77,15.17,196.8,40.62
False,False,False,AC-228,93.35,True,False,3.5,84.63,,1092.0,41.86
False,False,False,AC-228,129.08,False,False,2.8,29.38,,-6.23,14.22
False,False,False,AC-228,209.28,True,False,4.4,26.41,,38.73,12.64
False,False,False,AC-228,270.23,True,False,3.6,44.82,,67.99,21.69
False,False,False,AC-228,327.64,True,False,3.2,38.74,,46.29,18.12
False,False,False,AC-228,338.32,True,False,11.4,17.27,,83.04,8.239
False,False,False,AC-228,409.51,False,False,2.13,93.2,,40.11,44.28
False,False,False,AC-228,463.0,True,False,4.4,57.85,,32.61,27.26
False,False,False,AC-228,794.7,False,False,4.6,77.24,,66.61,36.63
False,False,False,AC-228,911.6,True,False,27.7,15.17,,74.37,7.2
False,False,False,AC-228,964.6,True,False,5.2,49.33,,94.21,22.59
False,False,False,AC-228,969.11,True,False,16.6,20.49,,79.8,9.591
False,False,False,AC-228,1587.9,True,False,3.71,51.77,,92.97,23.1
True,False,False,PA-228,89.95,True,False,22.0,10.6,8.733,26.31,4.719
False,False,False,PA-228,93.35,True,False,35.0,11.59,,152.9,5.265
False,False,False,PA-228,95.0,True,False,4.4,38.87,,62.48,18.49
False,False,False,PA-228,105.0,False,False,16.3,8.733,,5.282,3.96
False,False,False,PA-228,129.22,False,False,2.97,39.21,,-15.64,18.73
False,False,False,PA-228,209.28,True,False,1.74,123.6,,137.1,58.15
False,False,False,PA-228,240.0,True,False,1.02,158.1,,357.3,73.51
False,False,False,PA-228,281.87,False,False,1.28,139.3,,-103.9,65.83
False,False,False,PA-228,310.0,False,False,1.85,110.9,,28.7,51.74
False,False,False,PA-228,327.64,True,False,1.9,116.3,,109.2,54.06
False,False,False,PA-228,327.64,False,False,2.2,130.9,,-9.497,56.99
False,False,False,PA-228,332.36,False,False,1.64,163.3,,11.72,75.61
False,False,False,PA-228,338.32,True,False,5.3,78.71,,250.1,37.51
False,False,False,PA-228,341.1,False,False,1.61,194.9,,34.55,91.69
False,False,False,PA-228,409.51,False,False,6.25,44.68,,19.14,21.13
True,False,False,PA-228,463.0,True,False,13.8,28.16,8.733,14.56,13.16
False,False,False,PA-228,755.18,True,False,1.31,249.2,,134.9,113.4
False,False,False,PA-228,772.17,False,False,1.24,404.9,,-3.373,189.4
False,False,False,PA-228,794.7,False,False,2.09,240.7,,205.3,112.9
False,False,False,PA-228,830.5,False,False,2.03,263.8,,195.2,123.7
False,False,False,PA-228,911.23,True,False,16.7,56.5,,172.7,27.05
False,False,False,PA-228,964.6,True,False,10.5,42.59,,65.33,18.81
False,False,False,PA-228,969.11,True,False,10.1,78.19,,183.7,33.4
False,False,False,PA-228,1588.0,True,False,2.53,137.0,,190.9,62.05
False,False,False,PA-228,1887.0,False,False,1.63,271.8,,203.0,120.5
False,False,False,TH-228,74.81,True,False,10.5,24.49,9.535,153.7,12.03
False,False,False,TH-228,77.11,True,False,17.6,17.21,,155.8,8.468
False,False,False,TH-228,87.3,True,False,7.9,25.77,,109.3,12.59
False,False,False,TH-228,115.18,False,False,0.59,148.5,,4.538,71.65
False,False,False,TH-228,238.63,True,False,43.6,9.535,,83.75,4.686
False,False,False,TH-228,300.09,False,False,3.34,41.5,,5.242,19.85
False,False,False,TH-230,67.67,False,False,0.38,371.3,371.3,41.36,177.7
False,False,False,PA-231,27.36,False,False,9.3,24.05,24.05,1.535,11.63
False,False,False,PA-231,283.67,False,False,1.6,79.51,,-21.42,38.12
False,False,False,PA-231,300.08,False,False,2.3,60.09,,7.611,28.83
False,False,False,PA-231,302.67,False,False,4.6,29.06,,-20.04,13.9
False,False,False,PA-231,330.07,False,False,1.3,150.2,,41.21,71.94
True,False,False,TH-234,63.29,True,False,4.5,43.27,43.27,744.3,18.87
False,False,False,TH-234,92.38,False,False,2.6,152.2,,1259.0,64.49
False,False,False,TH-234,92.8,True,False,2.6,94.83,,1490.0,39.97
True,False,False,U-235,89.96,True,False,1.5,119.5,8.166,275.5,58.67
False,False,False,U-235,93.35,True,False,2.5,120.9,,1528.0,59.81
False,False,False,U-235,105.0,False,False,1.0,95.14,,61.49,46.09
False,False,False,U-235,109.14,False,False,1.5,61.4,,9.294,29.73
False,False,False,U-235,143.76,True,False,10.5,8.166,,26.4,3.898
False,False,False,U-235,163.35,True,False,4.7,24.66,,35.84,11.68
False,False,False,U-235,185.71,True,False,54.0,12.4,,63.17,6.146
False,False,False,U-235,202.12,False,False,1.0,117.7,,-1.144,56.47
False,False,False,U-235,205.31,True,False,4.7,23.66,,46.76,11.08
False,False,False,AM-241,59.54,False,False,36.3,4.993,4.993,2.314,2.303
