Nom du fichier,Date du rapport,Nom de l’échantillon,Description,Identification,Type d'échantillon,Géométrie de mesure,Sensibilité de recherche,Zone de recherche des pics,Zone de calcul des surfaces,Tolérance sur les énergies,Quantité d’échantillon,Date de l’échantillon,Date de mesure,Temps actif,Temps réel,Temps mort,Date de l’étalonnage en énergie,Date de l’étalonnage en efficacité,Nom de la géométrie,Rapport sur Les paramètres des pics  08/06/2026 16
D:\DATA\2025\NOI-S\NOI_16.CNF,08/06/2026 16:05:48,NOI_16,ech,,,,2.50,50 - 16384,50 - 16384,1.000 keV,1.4000E+00 g,05/11/2025 11:07:00,05/11/2025 10:47:38,171265.5 secondes,171268.6 secondes,0.00 %,08/06/2026,06/02/2026,,05:48          Page  2
